"extended_id","subject_tag_s1","subject_tag_s2","r","relationship_path","race_s1","sex_s1","race_s2","sex_s2","race_2002_s1","sex_2002_s1","edu_2002_s1","occ_2002_s1","tnfi_2002_s1","ses_2002_s1","race_2002_s2","sex_2002_s2","edu_2002_s2","occ_2002_s2","tnfi_2002_s2","ses_2002_s2","race_2004_s1","sex_2004_s1","edu_2004_s1","occ_2004_s1","tnfi_2004_s1","ses_2004_s1","race_2004_s2","sex_2004_s2","edu_2004_s2","occ_2004_s2","tnfi_2004_s2","ses_2004_s2","race_2006_s1","sex_2006_s1","edu_2006_s1","occ_2006_s1","tnfi_2006_s1","ses_2006_s1","race_2006_s2","sex_2006_s2","edu_2006_s2","occ_2006_s2","tnfi_2006_s2","ses_2006_s2","flu_m_2008_s1","flu_f_2008_s1","flu_2008_s1","race_2008_s1","sex_2008_s1","edu_2008_s1","occ_2008_s1","tnfi_2008_s1","ses_2008_s1","flu_m_2008_s2","flu_f_2008_s2","flu_2008_s2","race_2008_s2","sex_2008_s2","edu_2008_s2","occ_2008_s2","tnfi_2008_s2","ses_2008_s2"
67,6700,6800,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.0753587,100,51.0129276,51.69609543,"3","2",4.0832414,NA,51.0129276,27.5480845,"3","1",4.3276052,NA,52.5067003,28.41715277,"3","2",4.3354879,NA,51.7460192,28.04075359,"3","1",4.0201797,NA,56.8816018,30.45089075,"3","2",4.0280624,NA,56.1958064,30.11193442,0,NA,0,"3","1",57.8235851,67.2413793,52.5027589,59.1892411,NA,0,0,"3","2",57.8235851,NA,53.2949708,55.55927794
74,7500,7600,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",4.1384203,100,51.765726,51.96804877,"3","1",4.146303,100,34.9519155,46.36607284,"3","2",4.3906669,32.6923077,44.5057544,27.19624298,"3","1",4.3985496,10.5769231,34.9203847,16.63195245,"3","2",4.0832414,34.6153846,49.050134,29.24958666,"3","1",4.0911241,21.1538462,43.7608387,23.00193632,NA,0,0,"3","2",51.4031216,56.8965517,45.9128173,51.40416352,0,NA,0,"3","1",41.4472647,NA,45.9128173,43.68004099
83,8300,8400,0.5,"Gen1Housemates","BLACK","MALE","BLACK","MALE","2","1",4.2014819,NA,4.1305376,4.166009775,"2","1",4.2093647,50,6.1012139,20.1035262,"2","1",4.4537285,NA,52.5461138,28.49992117,"2","1",4.4616112,NA,0.7606811,2.611146145,"2","1",4.146303,NA,56.928898,30.5376005,"2","1",4.1541857,NA,4.4576699,4.305927794,0,NA,0,"2","1",4.2724263,NA,53.3501498,28.81128803,1,NA,1,"2","1",7.5476904,NA,0.949866,4.248778181
90,9000,9100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.2566609,100,45.1954911,49.81738399,"3","2",4.2645436,100,41.4117925,48.55877871,"3","1",4.5089075,65.3846154,48.6126439,39.50205557,"3","2",4.5167902,32.6923077,39.0824531,25.43051698,"3","1",4.2014819,71.1538462,30.7819644,35.37909749,"3","2",4.2093647,34.6153846,36.4378055,25.08751824,1,NA,1,"3","1",51.4031216,77.5862069,49.3220873,59.4371386,NA,0,0,"3","2",51.4031216,56.8965517,33.5448526,47.28150862
94,9400,9500,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.2881917,100,35.6928898,46.6603605,"3","2",4.2960744,100,18.205108,40.83372747,"3","1",4.5404383,10.5769231,52.5697619,22.56237443,"3","2",4.548321,80.7692308,19.0249093,34.78082037,"3","1",4.2330128,21.1538462,56.9446634,27.44384078,"3","2",4.2408955,75,20.652688,33.29786116,0,NA,0,"3","1",7.5476904,5.1724138,53.3580325,22.02604555,NA,0,0,"3","2",21.2793631,67.2413793,21.6380262,36.71958952
107,10700,10800,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","MALE","3","1",4.3827842,100,44.4032792,49.59535446,"3","1",4.3906669,100,48.9673656,51.11934416,"3","1",4.6429134,76.9230769,23.2460981,34.93736281,"3","1",4.6507962,32.6923077,47.0439855,28.12902978,"3","1",4.3276052,71.1538462,24.8226391,33.43469684,"3","1",4.3354879,30.7692308,49.8226391,28.30911928,1,NA,1,"3","1",51.4031216,79.3103448,33.0403595,54.58460861,0,NA,0,"3","1",60.3854643,94.8275862,45.9128173,67.04195593
120,12000,12100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.4852593,100,48.4549898,50.98008303,"3","2",4.493142,50,51.899732,35.46429134,"3","1",4.7453886,80.7692308,51.2218193,45.5788129,"3","2",4.7532713,32.6923077,52.648589,30.03138934,"3","1",4.4300804,75,52.3884597,43.93951337,"3","2",4.4379631,59.6153846,57.0234905,40.35894606,0,NA,0,"3","1",51.4031216,67.2413793,50.5517894,56.39876341,NA,1,1,"3","2",51.4031216,43.1034483,24.18414,39.56356994
124,12400,12600,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",4.5167902,100,46.7129119,50.40990068,"3","1",4.5325556,100,44.9077723,49.81344264,"3","2",4.7769194,NA,42.5193126,23.64811603,"3","1",4.7926848,NA,52.6722371,28.73246098,"3","2",4.4616112,59.6153846,3.0269589,22.3679849,"3","1",4.4773766,34.6153846,51.4819486,30.19156995,NA,0,0,"3","2",46.3424247,43.1034483,16.2738452,35.23990606,0,NA,0,"3","1",41.4472647,NA,45.3334384,43.39035157
137,13700,13800,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",4.6192653,100,49.3930317,51.33743234,"3","2",4.627148,100,41.6285669,48.75190499,"3","2",4.8793946,32.6923077,50.9577487,29.509817,"3","2",4.8872773,13.4615385,41.9951127,20.11464283,"3","2",4.5640864,71.1538462,55.1986442,43.63885891,"3","2",4.5719691,23.0769231,46.949393,24.86609507,NA,0,0,"3","2",51.4031216,79.3103448,51.5962478,60.76990474,NA,0,0,"3","2",51.4031216,24.137931,48.234274,41.2584422
148,14800,14900,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.7059751,50,51.9864417,35.56413895,"3","2",4.7138578,100,41.3329655,48.68227442,"3","1",4.9582217,32.6923077,52.7431815,30.13123694,"3","2",4.9661044,32.6923077,47.1701088,28.27617361,"3","1",4.6429134,34.6153846,57.1023175,32.12020519,"3","2",4.6507962,34.6153846,52.9875453,30.75124203,0,NA,0,"3","1",21.2793631,56.8965517,17.9331547,32.03635649,NA,1,1,"3","2",21.2793631,77.5862069,49.9369384,49.60083611
160,16000,16100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",4.7848021,100,30.9947974,45.25986652,"3","2",4.7926848,50,43.4415892,32.744758,"3","2",5.0449314,32.6923077,44.0091439,27.24879435,"3","2",5.0528141,32.6923077,44.0603815,27.26850111,"3","2",4.7375059,59.6153846,48.1869778,37.51328943,"3","2",4.7453886,59.6153846,42.8937411,35.75150479,NA,0,0,"3","2",41.4472647,79.3103448,44.0406748,54.93276143,NA,0,0,"3","2",21.2793631,43.1034483,41.7468075,35.37653962
183,18400,18500,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",4.9739871,NA,50.1497714,27.56187924,"3","1",4.9818698,50,7.6856377,20.88916916,"3","2",5.2262336,NA,42.4247202,23.8254769,"3","1",5.2341163,25.9615385,52.8771875,28.02428075,"3","2",4.9188081,38.4615385,43.9854958,29.12194747,"3","1",4.9266908,59.6153846,29.5837932,31.37528954,NA,0,0,"3","2",51.4031216,51.7241379,39.7840139,47.63709112,0,NA,0,"3","1",21.2793631,43.1034483,27.6288822,30.67056453
190,19000,19100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",5.0134006,100,45.3689106,50.12743707,"3","1",5.0212833,100,49.2432603,51.42151453,"3","2",5.2735299,65.3846154,44.982658,38.54693444,"3","1",5.2814126,32.6923077,49.7635188,29.24574637,"3","2",4.9661044,71.1538462,51.1154028,42.41178444,"3","1",4.9739871,30.7692308,52.9757213,29.5729797,NA,1,1,"3","2",57.8235851,79.3103448,40.9191234,59.35101778,0,NA,0,"3","1",57.8235851,94.8275862,50.4177834,67.68965155
210,21000,21100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",5.1710547,50,44.6712912,33.28078196,"3","2",5.1789374,NA,41.9438751,23.56140627,"3","1",5.4233013,32.6923077,47.9504966,28.68870186,"3","2",5.431184,NA,40.0441431,22.73766357,"3","1",5.1237585,59.6153846,49.7004572,38.14653343,"3","2",5.1316412,NA,42.8503863,23.99101372,0,NA,0,"3","1",51.4031216,43.1034483,46.06653,46.85769995,NA,0,0,"3","2",51.4031216,NA,40.8087656,46.10594356
212,21200,21400,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","MALE","3","1",5.1868201,100,52.1913921,52.45940407,"3","1",5.2025855,100,38.3572442,47.85327658,"3","1",5.4390667,32.6923077,50.9143938,29.68192273,"3","1",5.4548321,76.9230769,39.3228756,40.56692821,"3","1",5.1395239,34.6153846,51.8642598,30.53972277,"3","1",5.1552893,50,44.2613905,33.13889327,0,NA,0,"3","1",21.2793631,56.8965517,49.6137474,42.59655408,0,NA,0,"3","1",46.3424247,75.862069,48.3722213,56.85890501
219,21900,22000,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",5.2419991,100,48.7230017,51.32166693,"3","2",5.2498818,100,48.7072363,51.31903936,"3","2",5.4942456,86.5384615,50.1182406,47.38364925,"3","2",5.5021283,76.9230769,42.9173892,41.78086483,"3","2",5.1947028,75,52.9047769,44.36649325,"3","2",5.2025855,71.1538462,46.3660728,40.90750151,NA,0,0,"3","2",60.3854643,79.3103448,9.1242314,49.60668019,NA,0,0,"3","2",57.8235851,79.3103448,41.7468075,59.62691246
231,23100,23300,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",5.3365915,50,29.5877345,28.30810868,"3","1",5.3523569,50,23.1988018,26.18371959,"3","2",5.5888381,80.7692308,31.995901,39.45132328,"3","1",5.6046035,32.6923077,24.9881759,21.09502904,"3","2",5.2892953,63.4615385,47.0912817,38.61403849,"3","1",5.3050607,59.6153846,21.1926533,28.70436621,NA,0,0,"3","2",21.2793631,43.1034483,43.7174838,36.03343173,0,NA,0,"3","1",21.2793631,43.1034483,18.5125335,27.63178162
238,23900,24000,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",5.3996532,NA,11.075201,8.237427085,"3","2",5.4075359,100,38.3572442,47.92159336,"3","2",5.6518997,33.6538462,53.0348416,30.78019581,"3","2",5.6597824,32.6923077,41.9951127,26.78240095,"3","2",5.3523569,28.8461538,47.6824846,27.29366513,"3","2",5.3602396,59.6153846,38.6252562,34.53362681,NA,1,1,"3","2",7.5476904,34.4827586,12.2773136,18.10258752,NA,0,0,"3","2",21.2793631,43.1034483,26.7420779,30.37496308
251,25100,25200,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",5.4863629,NA,19.28898,12.38767145,"3","2",5.4942456,50,27.0810342,27.52509328,"3","1",5.7386095,NA,25.9656314,15.85212045,"3","2",5.7464922,57.6923077,26.7381365,30.05897881,"3","1",5.4390667,NA,36.355037,20.89705187,"3","2",5.4469494,65.3846154,27.861422,32.89766227,1,NA,1,"3","1",35.2908718,NA,32.3663881,33.82862999,NA,0,0,"3","2",21.2793631,70.6896552,25.8395081,39.26950879
254,25400,25500,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",5.510011,50,15.2451521,23.58505439,"3","2",5.5178937,NA,39.0903358,22.30411477,"3","2",5.7622576,69.2307692,14.8352515,29.94275943,"3","2",0.536024,NA,45.1639603,22.84999212,"3","2",5.4627148,NA,18.3194072,11.89106101,"3","2",5.4705975,11.5384615,43.4573546,20.1554712,NA,0,0,"3","2",21.2793631,NA,20.1757843,20.7275737,NA,0,0,"3","2",21.2793631,56.8965517,43.4573546,40.54442312
256,25600,25700,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",5.5257764,50,20.8024594,25.44274528,"3","1",5.5336592,100,16.7625729,40.76541069,"3","2",5.7701403,32.6923077,30.0015765,22.82134152,"3","1",5.778023,33.6538462,7.0313732,15.48774745,"3","2",5.4784802,59.6153846,23.5101687,29.53467784,"3","1",5.4863629,11.5384615,12.5098534,9.844892613,NA,0,0,"3","2",35.2908718,43.1034483,27.8259499,35.40675666,0,NA,0,"3","1",21.2793631,10.3448276,5.9947974,12.53966269
260,26000,26100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","MALE","3","1",5.5573073,100,38.6528457,48.07005097,"3","1",5.56519,100,52.2781018,52.61443061,"3","1",5.8016711,8.6538462,41.4314993,18.62900553,"3","1",5.8095538,65.3846154,53.0584897,41.41755297,"3","1",5.510011,75,44.4939303,41.66798045,"3","1",5.5178937,71.1538462,57.4018603,44.69120007,1,NA,1,"3","1",41.4472647,67.2413793,39.6381838,49.44227595,1,NA,1,"3","1",41.4472647,75.862069,53.8546429,57.05465886
272,27200,27300,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",5.644017,NA,51.0129276,28.32847233,"3","1",5.6518997,100,52.3411635,52.66435441,"3","2",5.8962636,NA,51.7460192,28.82114142,"3","1",5.9041463,76.9230769,33.0285354,38.61858621,"3","2",5.6046035,NA,55.4587735,30.53168848,"3","1",5.6124862,71.1538462,40.1387356,38.96835599,NA,1,1,"3","2",51.4031216,10.3448276,38.3257134,33.35788751,1,NA,1,"3","1",41.4472647,79.3103448,53.9255873,58.22773226
274,27400,27500,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",5.6597824,100,18.9027274,41.52083662,"3","2",5.6676651,NA,46.3660728,26.01686899,"3","1",5.912029,76.9230769,45.4674444,42.76751679,"3","2",5.9199117,32.6923077,48.5574649,29.05656144,"3","1",5.6203689,50,48.7269431,34.78243733,"3","2",5.6282516,75,53.9098219,44.84602449,0,NA,0,"3","1",35.2908718,75.862069,44.9156551,52.02286528,NA,1,1,"3","2",41.4472647,67.2413793,53.93347,54.20737133
281,28100,28200,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",5.7149614,100,42.7124389,49.47580009,"3","2",5.7228441,100,42.7124389,49.47842766,"3","1",5.9672079,76.9230769,42.1448841,41.67838966,"3","2",5.9750907,59.6153846,44.5412265,36.71056727,"3","1",5.6755478,71.1538462,51.0641652,42.63118641,"3","2",5.6834306,38.4615385,39.192811,27.77926,1,NA,1,"3","1",60.3854643,79.3103448,48.3052184,62.66700916,NA,0,0,"3","2",51.4031216,51.7241379,53.9650008,52.36408676
292,29200,29300,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",5.8016711,100,42.3340691,49.37858006,"3","2",5.8095538,50,47.4814756,34.43034316,"3","2",6.0539177,86.5384615,45.4004414,45.99760689,"3","2",6.0618004,32.6923077,46.803563,28.5192237,"3","2",3.050607,75,28.0781964,35.3762678,"3","2",5.7622576,59.6153846,52.0179726,39.1318716,NA,0,0,"3","2",57.8235851,79.3103448,27.4318146,54.85524816,NA,0,0,"3","2",21.2793631,79.3103448,48.2973356,49.62901452
17,1700,1800,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","MALE","3","1",3.6969888,100,44.9865994,49.56119607,"3","1",3.7048715,100,49.2747911,50.99322087,"3","1",3.9413527,32.6923077,44.4978717,27.04384401,"3","1",3.9492354,32.6923077,38.3808923,25.00747846,"3","1",0.4769037,53.8461538,40.5959325,31.63966335,"3","1",3.6339272,34.6153846,49.050134,29.09981526,0,NA,0,"3","1",21.2793631,24.137931,39.2322245,28.2165062,0,NA,0,"3","1",35.2908718,56.8965517,40.8087656,44.33206304
29,2900,3000,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",3.7915813,100,49.6768091,51.15613012,"3","2",3.799464,NA,18.6465395,11.22300173,"3","2",4.0359451,76.9230769,45.3373798,42.09880062,"3","2",4.0438278,NA,19.0249093,11.5343686,"3","2",3.7206369,71.1538462,50.5833202,41.81926776,"3","2",3.7285196,NA,48.0293237,25.87892165,NA,0,0,"3","2",21.2793631,79.3103448,47.4775343,49.3557474,NA,0,0,"3","2",41.4472647,NA,23.1790951,32.31317988
37,3700,3800,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",3.8546429,50,46.3818382,33.41216039,"3","2",3.8625256,50,32.8511745,28.90456671,"3","2",4.0990068,32.6923077,46.949393,27.91356917,"3","2",4.1068895,32.6923077,41.920227,26.23980807,"3","2",3.7836986,59.6153846,25.0433549,29.48081269,"3","2",3.7915813,59.6153846,47.3750591,36.92734167,NA,0,0,"3","2",21.2793631,43.1034483,45.7039256,36.69557898,NA,1,1,"3","2",21.2793631,67.2413793,45.4240895,44.64827731
40,4000,4100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","MALE","3","1",1.0011036,100,32.9181775,44.63976037,"3","1",3.878291,100,44.9865994,49.62163014,"3","1",1.7105471,80.7692308,44.9393032,42.473027,"3","1",4.1226549,32.6923077,35.9372537,24.25073875,"3","1",3.8073467,75,51.7578433,43.52172999,"3","1",3.8152294,34.6153846,49.8226391,29.41775104,0,NA,0,"3","1",41.4472647,67.2413793,48.2539808,52.31420826,0,NA,0,"3","1",51.4031216,56.8965517,41.2541384,49.85127057
58,5800,5900,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",4.012297,NA,51.6947816,27.85353933,"3","1",4.0201797,50,51.7026644,35.24094803,"3","2",4.2566609,76.9230769,37.1906038,39.45678054,"3","1",4.2645436,8.6538462,52.4672868,21.79522551,"3","2",3.9492354,71.1538462,45.6211572,40.2414129,"3","1",3.9571181,13.4615385,56.8500709,24.7562425,NA,1,1,"3","2",56.0026801,56.8965517,53.2476746,55.38230215,0,NA,0,"3","1",21.2793631,18.9655172,53.2555573,31.16681254
61,6100,6200,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",4.0359451,100,48.9910137,51.00898628,"3","2",1.0011036,50,27.2859845,26.09569604,"3","2",4.280309,65.3846154,49.8502286,39.83838433,"3","2",4.2881917,32.6923077,38.6410216,25.20717367,"3","2",3.9728835,71.1538462,52.6012928,42.57600747,"3","2",3.9807662,59.6153846,29.6862683,31.09413971,NA,1,1,"3","2",41.4472647,77.5862069,49.1250197,56.05283043,NA,1,1,"3","2",21.2793631,43.1034483,18.6307741,27.67119514
67,6700,6800,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.0753587,100,51.0129276,51.69609543,"3","2",4.0832414,NA,51.0129276,27.5480845,"3","1",4.3276052,NA,52.5067003,28.41715277,"3","2",4.3354879,NA,51.7460192,28.04075359,"3","1",4.0201797,NA,56.8816018,30.45089075,"3","2",4.0280624,NA,56.1958064,30.11193442,0,NA,0,"3","1",57.8235851,67.2413793,52.5027589,59.1892411,NA,0,0,"3","2",57.8235851,NA,53.2949708,55.55927794
74,7500,7600,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",4.1384203,100,51.765726,51.96804877,"3","1",4.146303,100,34.9519155,46.36607284,"3","2",4.3906669,32.6923077,44.5057544,27.19624298,"3","1",4.3985496,10.5769231,34.9203847,16.63195245,"3","2",4.0832414,34.6153846,49.050134,29.24958666,"3","1",4.0911241,21.1538462,43.7608387,23.00193632,NA,0,0,"3","2",51.4031216,56.8965517,45.9128173,51.40416352,0,NA,0,"3","1",41.4472647,NA,45.9128173,43.68004099
83,8300,8400,0.5,"Gen1Housemates","BLACK","MALE","BLACK","MALE","2","1",4.2014819,NA,4.1305376,4.166009775,"2","1",4.2093647,50,6.1012139,20.1035262,"2","1",4.4537285,NA,52.5461138,28.49992117,"2","1",4.4616112,NA,0.7606811,2.611146145,"2","1",4.146303,NA,56.928898,30.5376005,"2","1",4.1541857,NA,4.4576699,4.305927794,0,NA,0,"2","1",4.2724263,NA,53.3501498,28.81128803,1,NA,1,"2","1",7.5476904,NA,0.949866,4.248778181
90,9000,9100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.2566609,100,45.1954911,49.81738399,"3","2",4.2645436,100,41.4117925,48.55877871,"3","1",4.5089075,65.3846154,48.6126439,39.50205557,"3","2",4.5167902,32.6923077,39.0824531,25.43051698,"3","1",4.2014819,71.1538462,30.7819644,35.37909749,"3","2",4.2093647,34.6153846,36.4378055,25.08751824,1,NA,1,"3","1",51.4031216,77.5862069,49.3220873,59.4371386,NA,0,0,"3","2",51.4031216,56.8965517,33.5448526,47.28150862
94,9400,9500,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.2881917,100,35.6928898,46.6603605,"3","2",4.2960744,100,18.205108,40.83372747,"3","1",4.5404383,10.5769231,52.5697619,22.56237443,"3","2",4.548321,80.7692308,19.0249093,34.78082037,"3","1",4.2330128,21.1538462,56.9446634,27.44384078,"3","2",4.2408955,75,20.652688,33.29786116,0,NA,0,"3","1",7.5476904,5.1724138,53.3580325,22.02604555,NA,0,0,"3","2",21.2793631,67.2413793,21.6380262,36.71958952
107,10700,10800,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","MALE","3","1",4.3827842,100,44.4032792,49.59535446,"3","1",4.3906669,100,48.9673656,51.11934416,"3","1",4.6429134,76.9230769,23.2460981,34.93736281,"3","1",4.6507962,32.6923077,47.0439855,28.12902978,"3","1",4.3276052,71.1538462,24.8226391,33.43469684,"3","1",4.3354879,30.7692308,49.8226391,28.30911928,1,NA,1,"3","1",51.4031216,79.3103448,33.0403595,54.58460861,0,NA,0,"3","1",60.3854643,94.8275862,45.9128173,67.04195593
120,12000,12100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.4852593,100,48.4549898,50.98008303,"3","2",4.493142,50,51.899732,35.46429134,"3","1",4.7453886,80.7692308,51.2218193,45.5788129,"3","2",4.7532713,32.6923077,52.648589,30.03138934,"3","1",4.4300804,75,52.3884597,43.93951337,"3","2",4.4379631,59.6153846,57.0234905,40.35894606,0,NA,0,"3","1",51.4031216,67.2413793,50.5517894,56.39876341,NA,1,1,"3","2",51.4031216,43.1034483,24.18414,39.56356994
124,12400,12600,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",4.5167902,100,46.7129119,50.40990068,"3","1",4.5325556,100,44.9077723,49.81344264,"3","2",4.7769194,NA,42.5193126,23.64811603,"3","1",4.7926848,NA,52.6722371,28.73246098,"3","2",4.4616112,59.6153846,3.0269589,22.3679849,"3","1",4.4773766,34.6153846,51.4819486,30.19156995,NA,0,0,"3","2",46.3424247,43.1034483,16.2738452,35.23990606,0,NA,0,"3","1",41.4472647,NA,45.3334384,43.39035157
137,13700,13800,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",4.6192653,100,49.3930317,51.33743234,"3","2",4.627148,100,41.6285669,48.75190499,"3","2",4.8793946,32.6923077,50.9577487,29.509817,"3","2",4.8872773,13.4615385,41.9951127,20.11464283,"3","2",4.5640864,71.1538462,55.1986442,43.63885891,"3","2",4.5719691,23.0769231,46.949393,24.86609507,NA,0,0,"3","2",51.4031216,79.3103448,51.5962478,60.76990474,NA,0,0,"3","2",51.4031216,24.137931,48.234274,41.2584422
148,14800,14900,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","MALE","NON-BLACK, NON-HISPANIC","FEMALE","3","1",4.7059751,50,51.9864417,35.56413895,"3","2",4.7138578,100,41.3329655,48.68227442,"3","1",4.9582217,32.6923077,52.7431815,30.13123694,"3","2",4.9661044,32.6923077,47.1701088,28.27617361,"3","1",4.6429134,34.6153846,57.1023175,32.12020519,"3","2",4.6507962,34.6153846,52.9875453,30.75124203,0,NA,0,"3","1",21.2793631,56.8965517,17.9331547,32.03635649,NA,1,1,"3","2",21.2793631,77.5862069,49.9369384,49.60083611
160,16000,16100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","FEMALE","3","2",4.7848021,100,30.9947974,45.25986652,"3","2",4.7926848,50,43.4415892,32.744758,"3","2",5.0449314,32.6923077,44.0091439,27.24879435,"3","2",5.0528141,32.6923077,44.0603815,27.26850111,"3","2",4.7375059,59.6153846,48.1869778,37.51328943,"3","2",4.7453886,59.6153846,42.8937411,35.75150479,NA,0,0,"3","2",41.4472647,79.3103448,44.0406748,54.93276143,NA,0,0,"3","2",21.2793631,43.1034483,41.7468075,35.37653962
183,18400,18500,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",4.9739871,NA,50.1497714,27.56187924,"3","1",4.9818698,50,7.6856377,20.88916916,"3","2",5.2262336,NA,42.4247202,23.8254769,"3","1",5.2341163,25.9615385,52.8771875,28.02428075,"3","2",4.9188081,38.4615385,43.9854958,29.12194747,"3","1",4.9266908,59.6153846,29.5837932,31.37528954,NA,0,0,"3","2",51.4031216,51.7241379,39.7840139,47.63709112,0,NA,0,"3","1",21.2793631,43.1034483,27.6288822,30.67056453
190,19000,19100,0.5,"Gen1Housemates","NON-BLACK, NON-HISPANIC","FEMALE","NON-BLACK, NON-HISPANIC","MALE","3","2",5.0134006,100,45.3689106,50.12743707,"3","1",5.0212833,100,49.2432603,51.42151453,"3","2",5.2735299,65.3846154,44.982658,38.54693444,"3","1",5.2814126,32.6923077,49.7635188,29.24574637,"3","2",4.9661044,71.1538462,51.1154028,42.41178444,"3","1",4.9739871,30.7692308,52.9757213,29.5729797,NA,1,1,"3","2",57.8235851,79.3103448,40.9191234,59.35101778,0,NA,0,"3","1",57.8235851,94.8275862,50.4177834,67.68965155
